rank,finalWorth,gender,tax_revenue_country_country,total_tax_rate_country,cpi_change_percentage,tax_revenue_percentage_gdp,total_tax_rate_percentage
101,8250.0,1,11.5,48.8,1.2405848471422243,0.1393939393939394,0.5915151515151514
101,8250.0,0,14.9,46.1,2.4038461538461537,0.1806060606060606,0.5587878787878788
103,8250.0,1,9.4,59.2,2.318516149664215,0.11393939393939394,0.7175757575757575
104,8250.0,1,27.9,49.1,1.6288118722287575,0.33818181818181814,0.5951515151515152
104,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
106,8250.0,1,10.1,28.8,0.4018081366147665,0.12242424242424241,0.3490909090909091
107,8250.0,1,9.4,59.2,2.318516149664215,0.11393939393939394,0.7175757575757575
108,8250.0,1,11.5,48.8,1.2405848471422243,0.1393939393939394,0.5915151515151514
108,8250.0,0,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
108,8250.0,1,10.1,28.8,0.4018081366147665,0.12242424242424241,0.3490909090909091
108,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
112,8250.0,1,11.2,49.7,4.267346486366659,0.13575757575757574,0.6024242424242425
113,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
114,8250.0,1,11.2,49.7,4.267346486366659,0.13575757575757574,0.6024242424242425
115,8250.0,1,9.4,59.2,2.318516149664215,0.11393939393939394,0.7175757575757575
116,8250.0,1,14.9,29.5,0.6179924075218504,0.1806060606060606,0.3575757575757576
116,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
118,8250.0,1,14.9,29.5,0.6179924075218504,0.1806060606060606,0.3575757575757576
119,8250.0,0,25.5,30.6,1.421167028924929,0.3090909090909091,0.3709090909090909
120,8250.0,1,9.4,59.2,2.318516149664215,0.11393939393939394,0.7175757575757575
121,8250.0,1,9.4,59.2,2.318516149664215,0.11393939393939394,0.7175757575757575
122,8250.0,1,14.8,31.6,6.397134083930399,0.17939393939393938,0.38303030303030305
123,8250.0,1,13.1,21.0,0.5244296827200419,0.15878787878787878,0.2545454545454546
124,8250.0,1,11.2,49.7,4.267346486366659,0.13575757575757574,0.6024242424242425
124,8250.0,1,1.5,34.8,4.261522933722104,0.01818181818181818,0.4218181818181818
126,8250.0,0,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
127,8250.0,1,25.5,30.6,1.421167028924929,0.3090909090909091,0.3709090909090909
128,8250.0,1,9.4,59.2,2.318516149664215,0.11393939393939394,0.7175757575757575
128,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
130,8250.0,1,25.5,30.6,1.421167028924929,0.3090909090909091,0.3709090909090909
130,8250.0,0,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
130,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
133,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
133,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
133,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
136,8250.0,1,9.4,59.2,2.318516149664215,0.11393939393939394,0.7175757575757575
137,8250.0,1,23.0,47.4,1.335559265442404,0.2787878787878788,0.5745454545454545
138,8250.0,1,11.2,49.7,4.267346486366659,0.13575757575757574,0.6024242424242425
138,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
140,8250.0,1,25.5,30.6,1.421167028924929,0.3090909090909091,0.3709090909090909
141,8250.0,1,14.9,29.5,0.6179924075218504,0.1806060606060606,0.3575757575757576
142,8250.0,1,9.4,59.2,2.318516149664215,0.11393939393939394,0.7175757575757575
142,8250.0,1,9.4,59.2,2.318516149664215,0.11393939393939394,0.7175757575757575
144,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
145,8250.0,0,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
146,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
147,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
148,8250.0,1,0.1,15.9,-1.659098847362906,0.0012121212121212121,0.19272727272727275
148,8250.0,1,11.5,48.8,1.2405848471422243,0.1393939393939394,0.5915151515151514
148,8250.0,1,11.5,48.8,1.2405848471422243,0.1393939393939394,0.5915151515151514
151,8250.0,1,9.4,59.2,2.318516149664215,0.11393939393939394,0.7175757575757575
151,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
153,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
153,8250.0,1,23.1,25.3,0.7397133610725843,0.27999999999999997,0.3066666666666667
153,8250.0,1,23.0,47.4,1.335559265442404,0.2787878787878788,0.5745454545454545
153,8250.0,1,10.1,28.8,0.4018081366147665,0.12242424242424241,0.3490909090909091
157,8250.0,1,24.3,59.1,0.5423973964924967,0.29454545454545455,0.7163636363636364
157,8250.0,1,27.5,29.2,2.5797520921160255,0.33333333333333337,0.35393939393939394
159,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
159,8250.0,1,9.4,59.2,2.318516149664215,0.11393939393939394,0.7175757575757575
161,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
161,8250.0,0,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
161,8250.0,1,13.1,55.1,2.5434506146672318,0.15878787878787878,0.6678787878787878
164,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
165,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
165,8250.0,1,14.2,65.1,2.2102747909199523,0.1721212121212121,0.7890909090909091
167,8250.0,1,11.4,46.2,2.4896265560165975,0.13818181818181818,0.5599999999999999
167,8250.0,1,9.4,59.2,2.318516149664215,0.11393939393939394,0.7175757575757575
167,8250.0,1,0.1,15.9,-1.659098847362906,0.0012121212121212121,0.19272727272727275
170,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
171,8250.0,1,23.0,47.4,1.335559265442404,0.2787878787878788,0.5745454545454545
171,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
171,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
171,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
171,8250.0,1,11.4,46.2,2.4896265560165975,0.13818181818181818,0.5599999999999999
171,8250.0,1,13.1,21.0,0.5244296827200419,0.15878787878787878,0.2545454545454546
171,8250.0,1,11.5,48.8,1.2405848471422243,0.1393939393939394,0.5915151515151514
171,8250.0,0,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
179,8250.0,1,23.0,47.4,1.335559265442404,0.2787878787878788,0.5745454545454545
179,8250.0,1,12.0,38.7,0.5763214226905977,0.14545454545454545,0.4690909090909091
179,8250.0,0,9.4,59.2,2.318516149664215,0.11393939393939394,0.7175757575757575
182,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
183,8250.0,1,9.4,59.2,2.318516149664215,0.11393939393939394,0.7175757575757575
184,8250.0,1,0.1,15.9,-1.659098847362906,0.0012121212121212121,0.19272727272727275
184,8250.0,1,10.1,28.8,0.4018081366147665,0.12242424242424241,0.3490909090909091
184,8250.0,1,24.2,60.7,0.9995456610631533,0.29333333333333333,0.7357575757575758
184,8250.0,1,24.2,60.7,0.9995456610631533,0.29333333333333333,0.7357575757575758
184,8250.0,0,24.2,60.7,0.9995456610631533,0.29333333333333333,0.7357575757575758
184,8250.0,1,27.9,49.1,1.6288118722287575,0.33818181818181814,0.5951515151515152
190,8250.0,1,11.4,46.2,2.4896265560165975,0.13818181818181818,0.5599999999999999
190,8250.0,1,15.6,33.2,0.34734282737061484,0.1890909090909091,0.4024242424242425
190,8250.0,1,9.4,59.2,2.318516149664215,0.11393939393939394,0.7175757575757575
190,8250.0,1,11.5,48.8,1.2405848471422243,0.1393939393939394,0.5915151515151514
190,8250.0,1,9.4,59.2,2.318516149664215,0.11393939393939394,0.7175757575757575
195,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
195,8250.0,1,9.4,59.2,2.318516149664215,0.11393939393939394,0.7175757575757575
195,8250.0,1,9.4,59.2,2.318516149664215,0.11393939393939394,0.7175757575757575
195,8250.0,0,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
195,8250.0,0,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
195,8250.0,0,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
195,8250.0,0,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
202,8250.0,1,24.2,60.7,0.9995456610631533,0.29333333333333333,0.7357575757575758
202,8250.0,1,12.8,24.5,1.6272696128811235,0.15515151515151515,0.296969696969697
204,8250.0,1,10.1,28.8,0.4018081366147665,0.12242424242424241,0.3490909090909091
204,8250.0,1,9.4,59.2,2.318516149664215,0.11393939393939394,0.7175757575757575
206,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
206,8250.0,1,25.5,30.6,1.421167028924929,0.3090909090909091,0.3709090909090909
208,8250.0,1,11.4,46.2,2.4896265560165975,0.13818181818181818,0.5599999999999999
208,8250.0,0,27.9,49.1,1.6288118722287575,0.33818181818181814,0.5951515151515152
208,8250.0,1,14.9,46.1,2.4038461538461537,0.1806060606060606,0.5587878787878788
208,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
208,8250.0,1,11.2,49.7,4.267346486366659,0.13575757575757574,0.6024242424242425
208,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
208,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
215,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
215,8250.0,1,10.1,28.8,0.4018081366147665,0.12242424242424241,0.3490909090909091
215,8250.0,1,11.5,48.8,1.2405848471422243,0.1393939393939394,0.5915151515151514
215,8250.0,1,12.8,24.5,1.6272696128811235,0.15515151515151515,0.296969696969697
215,8250.0,1,9.4,59.2,2.318516149664215,0.11393939393939394,0.7175757575757575
220,8250.0,1,25.5,30.6,1.421167028924929,0.3090909090909091,0.3709090909090909
220,8250.0,1,25.5,30.6,1.421167028924929,0.3090909090909091,0.3709090909090909
220,8250.0,0,25.5,30.6,1.421167028924929,0.3090909090909091,0.3709090909090909
223,8250.0,0,11.4,46.2,2.4896265560165975,0.13818181818181818,0.5599999999999999
223,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
223,8250.0,1,9.4,59.2,2.318516149664215,0.11393939393939394,0.7175757575757575
223,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
223,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
223,8250.0,1,9.4,59.2,2.318516149664215,0.11393939393939394,0.7175757575757575
223,8250.0,0,25.5,30.6,1.421167028924929,0.3090909090909091,0.3709090909090909
230,8250.0,1,9.4,59.2,2.318516149664215,0.11393939393939394,0.7175757575757575
230,8250.0,1,11.5,48.8,1.2405848471422243,0.1393939393939394,0.5915151515151514
232,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
232,8250.0,1,29.0,34.6,1.400560224089636,0.3515151515151515,0.4193939393939394
232,8250.0,1,11.2,49.7,4.267346486366659,0.13575757575757574,0.6024242424242425
232,8250.0,1,11.5,48.8,1.2405848471422243,0.1393939393939394,0.5915151515151514
232,8250.0,1,10.1,28.8,0.4018081366147665,0.12242424242424241,0.3490909090909091
232,8250.0,1,14.0,43.1,1.928863513617776,0.1696969696969697,0.5224242424242425
232,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
239,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
239,8250.0,0,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
239,8250.0,1,9.4,59.2,2.318516149664215,0.11393939393939394,0.7175757575757575
242,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
242,8250.0,1,27.5,29.2,2.5797520921160255,0.33333333333333337,0.35393939393939394
242,8250.0,0,23.0,47.4,1.335559265442404,0.2787878787878788,0.5745454545454545
242,8250.0,0,9.4,59.2,2.318516149664215,0.11393939393939394,0.7175757575757575
246,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
246,8250.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
246,8250.0,0,10.1,28.8,0.4018081366147665,0.12242424242424241,0.3490909090909091
249,8200.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
249,8200.0,1,11.4,46.2,2.4896265560165975,0.13902439024390245,0.5634146341463415
249,8200.0,1,1.5,34.8,4.261522933722104,0.018292682926829267,0.42439024390243896
249,8200.0,1,9.6,36.6,6.397134083930399,0.11707317073170731,0.4463414634146342
249,8200.0,1,11.2,49.7,4.267346486366659,0.13658536585365852,0.6060975609756097
249,8200.0,1,9.4,59.2,2.318516149664215,0.11463414634146343,0.7219512195121952
249,8200.0,0,9.4,59.2,2.318516149664215,0.11463414634146343,0.7219512195121952
256,8100.0,1,24.2,60.7,0.9995456610631533,0.29876543209876544,0.7493827160493827
256,8100.0,1,24.2,60.7,0.9995456610631533,0.29876543209876544,0.7493827160493827
256,8100.0,1,9.6,36.6,6.397134083930399,0.11851851851851852,0.4518518518518519
256,8100.0,0,24.2,60.7,0.9995456610631533,0.29876543209876544,0.7493827160493827
256,8100.0,1,10.1,28.8,0.4018081366147665,0.12469135802469136,0.35555555555555557
261,8000.0,1,9.6,36.6,6.397134083930399,0.12,0.4575
261,8000.0,1,11.4,46.2,2.4896265560165975,0.14250000000000002,0.5775
261,8000.0,1,9.6,36.6,6.397134083930399,0.12,0.4575
261,8000.0,1,9.6,36.6,6.397134083930399,0.12,0.4575
261,8000.0,1,9.6,36.6,6.397134083930399,0.12,0.4575
261,8000.0,1,14.9,46.1,2.4038461538461537,0.18625,0.57625
261,8000.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
268,7900.0,1,9.6,36.6,6.397134083930399,0.12151898734177213,0.46329113924050636
268,7900.0,1,9.4,59.2,2.318516149664215,0.1189873417721519,0.7493670886075949
268,7900.0,0,9.6,36.6,6.397134083930399,0.12151898734177213,0.46329113924050636
268,7900.0,1,15.6,33.2,0.34734282737061484,0.19746835443037974,0.4202531645569621
268,7900.0,1,9.6,36.6,6.397134083930399,0.12151898734177213,0.46329113924050636
268,7900.0,1,9.6,36.6,6.397134083930399,0.12151898734177213,0.46329113924050636
268,7900.0,1,11.4,46.2,2.4896265560165975,0.14430379746835442,0.5848101265822785
268,7900.0,1,25.4,51.4,1.2705404031848213,0.32151898734177214,0.6506329113924051
276,7800.0,1,9.6,36.6,6.397134083930399,0.12307692307692308,0.4692307692307693
276,7800.0,1,9.4,59.2,2.318516149664215,0.12051282051282051,0.758974358974359
276,7800.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
276,7800.0,1,9.4,59.2,2.318516149664215,0.12051282051282051,0.758974358974359
276,7800.0,1,9.4,59.2,2.318516149664215,0.12051282051282051,0.758974358974359
276,7800.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
282,7700.0,1,24.2,60.7,0.9995456610631533,0.3142857142857143,0.7883116883116884
282,7700.0,0,24.2,60.7,0.9995456610631533,0.3142857142857143,0.7883116883116884
282,7700.0,1,9.6,36.6,6.397134083930399,0.12467532467532468,0.4753246753246753
282,7700.0,1,9.4,59.2,2.318516149664215,0.12207792207792208,0.7688311688311689
282,7700.0,1,9.4,59.2,2.318516149664215,0.12207792207792208,0.7688311688311689
282,7700.0,1,9.6,36.6,6.397134083930399,0.12467532467532468,0.4753246753246753
282,7700.0,1,9.6,36.6,6.397134083930399,0.12467532467532468,0.4753246753246753
282,7700.0,1,23.9,36.2,1.829217593747402,0.3103896103896104,0.4701298701298702
290,7600.0,1,9.4,59.2,2.318516149664215,0.1236842105263158,0.7789473684210526
290,7600.0,1,11.2,49.7,4.267346486366659,0.14736842105263157,0.6539473684210526
290,7600.0,1,25.5,30.6,1.421167028924929,0.33552631578947373,0.40263157894736845
290,7600.0,1,9.6,36.6,6.397134083930399,0.12631578947368421,0.4815789473684211
290,7600.0,1,13.1,21.0,0.5244296827200419,0.1723684210526316,0.2763157894736842
290,7600.0,1,25.5,30.6,1.421167028924929,0.33552631578947373,0.40263157894736845
290,7600.0,1,9.6,36.6,6.397134083930399,0.12631578947368421,0.4815789473684211
290,7600.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
290,7600.0,0,9.4,59.2,2.318516149664215,0.1236842105263158,0.7789473684210526
299,7500.0,1,9.6,36.6,6.397134083930399,0.128,0.488
299,7500.0,1,9.6,36.6,6.397134083930399,0.128,0.488
299,7500.0,1,9.4,59.2,2.318516149664215,0.12533333333333332,0.7893333333333333
299,7500.0,1,9.6,36.6,6.397134083930399,0.128,0.488
299,7500.0,1,9.6,36.6,6.397134083930399,0.128,0.488
299,7500.0,1,13.1,21.0,0.5244296827200419,0.17466666666666666,0.27999999999999997
305,7400.0,1,9.6,36.6,6.397134083930399,0.12972972972972974,0.4945945945945946
305,7400.0,1,25.5,30.6,1.421167028924929,0.34459459459459457,0.41351351351351356
305,7400.0,1,9.4,59.2,2.318516149664215,0.12702702702702703,0.8
305,7400.0,1,13.1,21.0,0.5244296827200419,0.17702702702702702,0.28378378378378377
305,7400.0,1,9.6,36.6,6.397134083930399,0.12972972972972974,0.4945945945945946
305,7400.0,1,12.5,44.4,3.188134594725716,0.16891891891891891,0.6
305,7400.0,1,9.6,36.6,6.397134083930399,0.12972972972972974,0.4945945945945946
312,7300.0,1,11.2,49.7,4.267346486366659,0.15342465753424656,0.6808219178082192
312,7300.0,1,11.4,46.2,2.4896265560165975,0.15616438356164383,0.6328767123287672
312,7300.0,1,32.4,23.8,0.7249660172179431,0.4438356164383562,0.32602739726027397
312,7300.0,1,14.0,43.1,1.928863513617776,0.1917808219178082,0.5904109589041096
312,7300.0,0,9.4,59.2,2.318516149664215,0.12876712328767123,0.810958904109589
317,7200.0,1,9.6,36.6,6.397134083930399,0.13333333333333333,0.5083333333333334
317,7200.0,1,9.6,36.6,6.397134083930399,0.11636363636363636,0.44363636363636366
317,7200.0,1,9.6,36.6,6.397134083930399,0.13333333333333333,0.5083333333333334
317,7200.0,1,9.6,36.6,6.397134083930399,0.13333333333333333,0.5083333333333334
317,7200.0,1,9.6,36.6,6.397134083930399,0.13333333333333333,0.5083333333333334
317,7200.0,1,0.1,15.9,-1.659098847362906,0.001388888888888889,0.22083333333333335
